10048,4088
1642,6208
842,983
5682,5686
6446,958
2033,4193
5588,695
3091,7428
4914,8878
5156,6464
5747,8737
3725,5371
330,56616
3329,7416
5347,7013
6240,9641
2266,3690
10111,25913
2100,801
5295,5599
27113,596
1387,6774
5437,5437
6714,6774
7323,9604
51755,57819
2197,6203
1616,545
3065,5906
472,5932
4176,7316
3098,4149
1213,4294
5578,7153
8717,8795
5295,958
5063,5894
51720,9318
2965,6908
317,836
4217,5534
23291,3551
207,4486
3055,9564
10915,2175
2058,3551
3066,9219
2932,8517
6194,7150
1111,7520
331,7323
4193,9459
4089,51588
4609,5604
5686,5716
1111,331
4790,5437
4830,9533
4214,673
6194,6223
1026,5600
10093,10094
6240,6240
308,6827
4780,5590
3608,5610
1212,1459
7157,8850
25,598
3055,5329
3065,4297
3065,54815
1499,55914
2870,6622
3066,54815
4719,4724
5624,7083
488,7132
3558,3560
23043,801
7311,7323
8453,9978
10451,2065
4790,9641
10111,4683
2260,3717
6446,673
10094,10109
4791,5591
4294,634
1499,5295
7157,7311
2735,2735
701,9184
2870,7852
26271,6500
1020,894
1869,6502
1026,7150
23411,3297
4149,4149
213,7083
6714,999
4780,836
4176,5925
5437,958
7124,7132
4171,6118
10111,9656
3815,5981
836,8505
1642,4174
5594,7157
5300,7249
2965,6597
57144,637
6117,7486
3308,573
2033,5604
7316,8550
4233,5588
1147,207
5335,6464
5594,891
28996,3065
3119,3630
23291,4792
1643,7157
51720,983
2547,5599
1459,1856
5366,598
6194,6208
1027,4176
801,8536
5981,6117
9126,9219
5581,6196
6418,6908
5588,5894
11004,983
51741,6714
5325,5371
142,2099
9261,995
4149,6872
5906,7249
5610,983
5430,5595
5684,8517
641,672
1643,9318
22944,6117
1459,2353
488,488
5879,9181
2064,5921
6774,9939
4171,4174
207,5728
5518,5906
6464,780
328,5810
2932,898
5696,5698
10987,6464
3725,5602
6714,8517
5111,7486
7248,7316
3320,4691
4292,672
1457,7150
1616,6934
6772,8554
5716,5925
2068,5437
142,5981
7185,841
4734,840
382,8565
10285,1659
472,6794
1432,836
1022,4331
3551,5591
2274,672
2768,695
7311,7311
10392,837
6597,672
10524,891
5595,6772
1027,10987
1387,7157
5295,7316
7316,8837
1950,9261
3815,975
2072,5111
238,3717
1499,4233
6119,7428
4303,5300
3066,8535
1869,23411
5879,6418
5591,8493
2033,4217
637,841
208,2932
10285,10915
672,6774
2237,328
3651,5087
3560,5777
3980,5591
5295,672
2071,7508
367,8202
331,837
991,991
1786,7251
1025,4088
1213,9641
9656,9656
6908,6908
1025,5663
5335,5567
3091,328
10987,5602
10018,599
2309,356
5879,7124
2475,6203
207,672
324,598
5747,7249
3551,4792
1956,7316
2033,7291
4869,7153
207,4193
5564,7332
2058,3735
5430,983
1019,5058
1017,837
23636,284058
5111,8453
4609,7311
11073,2956
2099,983
1263,7157
7181,9759
5595,6774
367,5052
23405,3313
1869,890
8243,9656
1385,28996
2274,64750
1856,5562
2353,2961
8574,8574
3558,3559
1147,4088
324,7128
4087,9459
4998,7520
2033,2274
1147,5591
4780,7316
890,983
641,983
1457,1936
1956,7311
11200,4436
5716,5720
3066,688
29116,29116
3651,5591
51719,7428
8945,8945
10988,213
356,4297
11073,6117
1387,2071
1457,5048
4869,545
4780,5580
10621,6908
6721,8554
664,664
5600,8550
7016,7016
2353,4790
7157,7345
4214,8772
634,6464
1147,6500
5465,5594
3313,5709
2071,4609
4233,5580
1892,23043
5914,5914
1642,6194
64127,837
6199,8517
1020,1453
5422,5925
4790,4790
10973,5970
4089,8878
7013,983
1027,6196
1387,2353
5595,7249
4174,6208
25913,7013
64750,7311
2033,9252
83933,8841
2353,539
3560,6774
1642,3611
3320,8767
5580,5770
1111,7158
2058,6885
5594,673
5289,8678
3815,5777
3320,5562
4149,7003
208,7465
10001,2099
1445,3055
392,5295
5422,5982
1026,7185
191,191
3480,6464
4998,890
2932,2932
5728,6794
10392,8767
1642,2072
5688,5696
3480,5580
1647,891
5159,5747
4214,5599
7334,8915
4893,4893
4683,672
1786,3146
5594,604
25,7013
1445,5925
699,9184
5290,8878
841,8743
5578,8525
3066,5970
1869,8202
506,7083
2547,694
331,840
7465,983
3717,5159
332,332
3551,7132
7153,983
4704,4719
4214,5058
6502,999
5058,5879
2146,5252
3066,9184
5451,5970
3717,5770
5170,6446
10972,5663
5747,5970
2033,4255
5325,7157
26993,7316
1029,6790
5058,5170
5335,7421
4734,6446
3376,6885
4792,7316
7132,8772
25865,5578
23236,8525
3560,5295
1871,890
5291,5728
7316,8878
10533,64422
3329,5518
2806,4190
328,5883
5879,6421
3559,4790
10856,29110
1026,6774
1616,1786
2033,5563
25,545
7965,7965
3148,328
2932,5970
1017,3978
1647,5465
3978,5111
1019,7150
8517,8772
2064,6464
1459,3320
9133,983
2047,2047
2033,5371
10533,9140
3329,836
367,5925
3376,4791
4088,7750
1387,5371
3320,999
367,5728
1436,1436
10298,5879
387,5590
5567,5663
3551,8239
2099,5058
1026,207
5682,5688
4486,6714
1407,5594
5530,836
6772,80230
10397,2547
5422,890
2081,7311
367,801
1457,5305
213,213
6418,9641
7185,8837
2033,3665
5591,8894
1029,4193
355,355
4292,836
4691,6203
330,7316
3329,578
4869,7088
4089,966
1977,6194
3308,5970
4734,7323
329,7185
1454,1454
3093,6015
7187,8784
4089,65264
5588,5590
1385,8554
5159,6774
10111,2956
5162,9641
4088,4221
2068,5888
5578,5879
4719,4729
6241,7251
3383,4773
2959,6872
4233,6714
4087,5371
1457,64170
1387,5588
3725,5682
6118,891
1499,5347
4790,7158
4791,7187
2099,6774
1385,672
5599,8795
10617,7316
11200,4193
4791,7311
5599,6774
1017,1457
5888,6117
1019,9126
207,7316
1612,1612
5591,6118
6790,7334
350,350
2081,581
837,841
5602,9261
207,8841
2309,7157
5295,6464
10857,9641
367,7181
1080,5590
3329,5921
1956,488
23658,57819
3735,8554
11200,9656
1977,8550
329,840
355,695
4087,7311
598,7416
1856,5879
5883,598
10038,9184
11113,388
5894,5921
5925,5932
1387,367
317,3308
672,8243
5682,5696
54205,5564
5588,7153
5590,5590
23411,6188
8517,9641
2961,688
472,7520
5979,5979
1025,6502
8239,8517
5879,5879
51727,5564
4088,8548
8900,993
10694,29110
6199,695
1454,1856
367,4089
1432,4149
5335,5586
1432,6772
11073,472
1857,5291
4915,5335
10524,2033
7416,8767
10921,1459
5595,5595
4089,4091
1457,5728
2735,3066
1432,2260
28996,6885
1147,4791
1457,4149
6595,672
2247,2261
5649,5649
4088,7157
5335,6714
2959,688
5052,983
5979,6464
3014,801
6908,7003
1387,6258
2353,5451
3428,367
2237,983
10392,10392
2033,23411
5170,6198
2099,9604
9641,9641
5879,840
23405,6194
4214,8239
604,9219
5594,6464
2175,55120
7188,958
1869,2274
7416,837
28996,4087
2033,6772
4771,7248
1019,1027
23291,5970
2033,22938
25,4998
3978,7150
1029,4691
3320,3329
6576,837
4436,7083
4683,641
57804,7150
6118,6774
3066,7153
330,7132
23291,4193
1147,1387
1026,5111
5906,6924
1978,8445
1027,7248
596,6647
5600,891
7157,7319
2064,2241
4171,4171
5335,5979
10856,2058
3725,6872
1956,5588
3376,5859
2547,7520
1027,1457
2175,672
1616,2175
4176,7428
2353,5925
1613,5590
2064,3320
5422,7157
891,993
675,701
22938,4297
7181,8841
1977,1977
1021,3725
5578,624
4089,4089
5422,7150
5591,7132
1025,4683
472,5981
10856,5018
3091,8453
5591,5932
10987,2353
2064,6774
57448,9212
4609,5970
5598,5598
7185,8784
6303,6303
4088,4149
10524,80314
2260,999
1956,6714
369,5295
3313,7185
1956,1958
5600,9261
5970,695
4217,5610
2932,7088
1459,5684
3320,5170
4087,5058
3308,983
1956,3480
4929,4976
5686,5709
4217,5170
10001,8535
1020,3725
2547,6934
5688,5688
1459,1958
5562,7249
4791,6500
2321,7525
3066,6883
1385,1457
2065,5295
10987,9318
1457,1958
5595,6196
1385,7528
1021,1027
5663,6934
4683,545
5534,596
10694,4609
1856,9531
1432,993
10276,387
2033,5111
10524,10856
3725,5532
596,596
1642,8554
2065,6464
218,3029
1147,1213
5709,5716
3091,5595
4175,5682
5451,7124
5581,5770
572,599
4605,6502
5921,6790
1019,4087
1540,8517
1052,5925
1869,81620
382,6648
22938,4088
3091,3725
25,6464
3791,7525
10915,5430
1017,902
10379,5451
2932,5594
1017,5663
207,5879
2058,6194
1027,7525
4734,7316
2175,5335
5580,7153
7157,9112
2810,4303
2810,7249
11284,9688
1459,7088
2071,7082
1854,4832
6788,6788
9961,9961
1387,28996
2033,6418
10987,3725
4088,9459
5624,5624
3611,841
3651,6514
3725,811
2353,9252
5058,9181
10048,3725
185,5894
6464,7175
11200,5591
2033,2627
4915,4915
7185,8737
1026,898
4255,5578
330,7187
3608,4691
1445,7988
5682,5716
10857,9474
1956,7082
29110,8517
29110,29110
11200,5347
5578,5970
3688,5578
2072,4174
23291,994
1457,9252
5594,9700
2289,3320
3717,8517
4436,5982
8428,8428
1647,2099
5451,7528
2237,890
2071,6595
140735,331
1432,1936
1978,5595
5058,5058
1432,5606
1936,9641
1856,6714
1020,7157
581,7316
836,837
1213,4790
2,7083
10110,1385
6872,9219
1111,26574
5686,5720
207,5590
9794,9794
672,6790
3364,5810
5591,6117
5590,7153
11213,4615
1457,328
1495,7082
142,891
1616,64170
3559,5580
1019,8243
2197,6188
4616,891
10856,5564
208,7249
2810,4194
5981,891
5684,5684
7311,7486
5580,6199
7128,8737
3297,5599
6885,8737
1080,9156
5590,5594
367,573
2956,837
1147,1147
27,6714
3815,695
4089,8767
6772,818
207,4771
28996,4088
25,675
1387,1459
80230,80230
4792,5970
4233,6643
4734,5430
10001,9412
2033,6721
4292,5111
1432,1852
6772,6774
6188,7311
10856,6194
5921,836
10694,5516
367,7157
332,6790
4087,6597
23043,6418
5532,695
2189,55120
340273,5698
27,3055
1432,8550
207,2810
2956,545
1147,7082
1385,3630
6723,9641
2308,53944
5663,5663
7088,7428
2959,3297
5300,596
5347,995
2237,2932
1977,1981
3717,7132
5598,5894
6502,890
9212,983
4217,5563
6924,9978
3065,7088
3055,7316
1869,5600
1612,9252
4613,6790
367,6595
332,9212
1633,4830
10856,6500
5581,7153
387,5578
4615,695
5591,8517
1457,5524
4792,5610
7703,8535
1147,841
2959,2965
3055,7251
3428,7157
5567,8428
5595,8878
6418,7428
54205,6622
2475,5906
3726,7316
5578,6464
1457,8841
25,9564
11073,4292
2099,6595
3313,5970
4719,4728
4485,4486
207,3337
1659,51755
207,5894
207,5588
1936,2058
573,5894
6885,7311
207,2309
2146,7083
5335,7316
11340,54512
2033,7157
2033,5465
1022,1869
1977,6198
1211,4087
4691,5036
1956,5335
1025,1457
2321,6774
3320,4214
1499,5777
1540,9641
332,983
5604,5606
7132,7185
23464,4594
672,7528
4217,5606
1499,6714
5684,5720
1612,8772
604,9759
3716,7852
3091,5688
10645,23604
4869,7157
10253,5894
1643,9978
5320,5320
4193,4869
5682,5720
5578,5578
4671,56616
1080,5518
5347,7159
6117,7083
4174,4176
3014,5859
6647,6647
2071,4087
4869,5347
5335,780
10856,5394
2547,5170
6595,9219
324,506
4087,5594
2353,5599
23463,387
330,8915
6208,6223
57761,7316
2353,5371
7319,7750
324,56998
10379,6772
5859,9618
2956,7157
329,841
2099,3066
3320,367
23043,873
1642,64326
472,8243
25842,7157
4998,7311
4791,8945
1956,5770
1948,1948
4436,8243
5347,5688
27,4294
10201,1854
1459,9126
2146,5914
1017,5422
11004,11004
3265,993
10915,9939
1612,7157
6794,7157
4616,5111
4088,7027
898,983
1432,1844
84433,8915
56998,837
3725,7421
3091,8841
2065,6714
2188,4292
3934,4313
1027,894
317,54205
2308,23411
207,5979
23236,5335
1499,3065
4176,81620
2806,56998
5290,5295
1841,7084
26574,5970
4436,5888
545,641
10097,10109
8743,8795
6772,7248
10987,7316
4221,6118
23405,5018
4792,7311
10451,6714
25898,7157
2810,5599
4089,4194
4297,6418
7187,836
983,993
23636,324
5036,5564
1017,5594
6908,8202
2289,4214
331,332
23291,23291
2932,5728
1956,506
6119,891
57448,836
1459,3978
5598,596
5590,836
1111,208
10001,4087
2081,7316
3065,3297
4088,672
387,5567
1459,6934
4792,6714
2353,3725
1616,4194
2175,5111
3320,5859
840,840
1950,2065
4170,983
5423,7088
4609,6500
3297,5591
5347,5684
1432,596
1436,6714
1499,999
5578,8837
5879,6774
28996,28996
5063,9459
142,3978
367,595
350,5930
2956,5590
196,5970
5052,6647
2959,2959
2735,596
207,572
1936,5578
2058,6203
5590,6794
3066,9641
1445,5921
3717,5894
2475,5562
3146,7157
3014,4683
9112,9219
3480,3480
2247,2260
1459,328
5300,995
1642,9978
4609,5052
6721,7750
4233,5770
573,596
4087,5595
6672,8445
5516,8428
1616,4193
5684,5698
5578,6714
3320,5465
5594,6774
5422,6117
57761,604
5289,801
328,5111
7132,841
3725,5530
1958,6721
2175,6118
208,4193
1856,51720
1022,10783
7316,7486
10664,142
1499,5792
3297,6772
1017,207
5036,5578
1147,595
5422,5422
2099,3480
2247,5578
4771,7316
5581,6714
2746,4214
4609,57634
3480,5295
3065,3065
3559,6774
7150,7153
5300,7465
8767,958
4087,7150
2810,581
10915,51588
25,25
2033,4792
2308,367
5921,7248
332,842
355,8837
672,9656
356,695
2547,54386
10285,9261
4193,8554
10413,4091
2099,5452
2099,5602
7416,9868
4088,6885
207,79109
5970,8202
10111,7088
4691,5430
1022,983
1977,5578
51719,8453
1432,3735
4790,6885
3313,4792
1431,4191
5590,695
4174,8453
317,598
2099,5451
5291,5291
1026,891
5979,8517
2959,6908
1025,5058
5300,5430
2175,2175
840,8428
4217,7188
7316,8737
3725,7168
6198,6198
55120,6119
23636,2961
4683,5982
5295,5777
51330,5879
5347,5693
4171,4998
1457,5883
27244,5052
10987,5430
9252,9252
5979,6774
5111,9133
1385,816
2033,604
665,665
5581,7416
5682,5709
839,839
142,7520
5684,57761
4436,9156
1508,8877
3608,84844
1956,27
7013,7013
22938,5925
2308,2932
1936,5564
10285,51755
51079,6774
3054,4221
3725,7124
596,6300
3565,4773
5747,6774
4609,4758
3146,5591
51720,5888
5696,5696
1387,8202
10058,7251
1017,54386
3146,5578
355,5599
1019,5663
6418,7343
3717,5058
6597,6908
2959,2961
1147,9641
5465,5465
6118,7374
539,7428
10524,6774
185,3717
54205,7428
4683,5932
6502,9978
328,7157
331,331
1017,890
2099,5295
2197,6194
1385,1432
5887,7311
4771,5058
56616,57448
10285,3329
2581,2717
1111,1457
51741,7157
10379,10379
578,637
2932,6595
5451,5914
5296,6421
3716,5894
6714,6772
1647,4616
2099,5598
1457,2353
3066,7157
2768,2768
3054,5451
2735,5563
10397,999
5243,5567
596,8678
4616,5465
6240,6241
3265,5295
6872,6883
4609,6883
5347,701
2065,2260
238,3651
2309,5594
56616,56616
83737,8837
7157,7486
25,983
6721,6721
2033,7528
4734,995
1022,6714
7088,983
55914,64127
2932,3297
1017,8900
1263,1263
5366,596
4704,4729
2064,6772
699,991
2194,4214
329,56616
2068,2959
10392,3320
3558,8061
6194,8453
801,8767
1432,5600
3551,8837
4616,5609
2959,6595
4869,5610
5914,8202
6647,7316
191,875
1869,8850
3551,4615
324,5567
10915,51755
5580,6194
3735,8453
2274,5594
2735,2737
657,657
4233,8243
10018,7416
5591,5591
1459,5770
6119,7150
5437,5970
2033,2309
1080,5562
2099,3308
3725,5925
355,8717
4087,675
5591,5970
663,663
3553,4313
23236,5581
2247,2263
387,5599
5567,5906
5598,6446
1026,5859
10769,5347
6300,8550
5451,5591
7128,7185
4998,6502
4791,5518
1021,5770
330,5170
2072,3014
6188,84844
3066,902
6500,9641
382,7323
350,4780
5518,8717
836,9564
2099,3320
3265,5590
5371,7750
5111,5423
1457,5045
4174,4998
840,9641
1956,367
3146,3148
5111,6117
3565,3662
3480,4193
3329,581
3297,3320
4915,8878
3308,7088
3014,8493
3791,5921
3265,5921
5599,8772
1020,1026
5728,7316
142,3308
2956,5111
55832,8453
23411,3329
1499,3791
1869,7158
51181,51181
5970,801
1459,902
5530,5530
2932,5595
5594,5604
5347,57448
6500,8453
6672,8554
1457,4171
1459,5305
5810,6118
4616,983
4486,4486
6118,641
10783,331
29110,3665
595,5981
1111,2547
7334,7335
6885,9759
596,664
2100,7316
23512,7040
3308,4790
816,817
6934,7520
2932,6251
23581,837
2099,4255
23291,55031
701,983
1020,2065
2260,2260
54386,54386
1457,902
5594,7249
5925,7421
5595,5606
5580,5894
2081,4217
7332,7428
1017,2308
10018,10018
10783,7465
3329,842
6790,8945
5580,6774
6208,9641
1459,5970
5728,5747
1432,8396
3065,7316
1857,51274
10973,3725
7158,8243
5982,6117
2547,7486
2099,5914
2099,6597
7335,9604
3480,3688
5567,572
3717,6772
317,3320
2189,6119
5599,6622
7153,8493
5111,7150
3717,6775
3608,7153
2353,8061
3559,3559
3725,8202
1457,9656
5156,6772
6198,9978
1457,7124
10007,3099
3329,5018
4170,8678
6502,6502
10856,6885
64170,9958
1540,817
5516,8900
3065,7157
2810,7465
355,7525
5970,9252
4790,7175
1025,5770
6908,9219
5925,7027
10987,4296
5594,9181
25865,25865
4790,672
7316,83737
3014,672
51079,7251
5883,6118
367,5451
2099,8554
5698,8202
598,8678
6883,8148
1869,8900
11200,5925
1387,6775
1453,4193
3611,6251
2475,6199
4804,7187
4728,4729
23291,7465
4609,79109
8061,8061
8396,8396
6597,7157
3611,3688
5018,5709
1022,6241
3029,7915
4869,5970
3428,672
10783,8243
4088,6721
10987,5580
1459,7153
10645,8536
5300,891
5914,9318
6908,8148
5684,5716
5518,983
10524,4790
10921,51755
545,8243
6198,7316
2309,6446
6502,898
4436,5111
185,5594
51588,7158
5599,841
1956,999
8517,8517
581,637
2932,4193
4149,9181
1499,3551
1457,7088
5590,841
2289,9641
4170,4170
2241,999
7185,8717
5371,8805
5518,9641
4149,4436
5914,8850
11200,25842
1956,3383
1027,5595
1025,6241
4089,8554
5747,7132
4303,5599
7334,9641
51588,7157
5600,7157
5036,5925
6194,6199
780,780
10018,5595
25,5883
330,7185
6240,9474
1432,5581
207,207
2064,2065
29110,3313
5243,5578
1017,596
3065,4087
1029,3320
3608,4791
10664,6418
11113,3725
51330,7187
3320,6647
1019,7525
6774,9252
3551,6885
1387,4087
1844,5594
5437,672
3091,5594
1025,4605
10524,1869
3329,84844
3329,999
23368,4294
4170,637
3320,6464
324,7175
2932,4791
7158,9656
7291,8850
4609,8604
2263,2263
1457,5684
4233,5335
1499,2260
5170,84433
5063,5347
11073,11073
5599,5979
356,841
4869,6223
3055,7703
2081,5663
329,7124
1499,4088
3551,7128
2353,6872
2932,5747
10285,9939
4790,8837
57819,9939
1457,6934
7132,801
3364,5883
8737,8737
317,841
2932,9252
1459,7124
5295,9564
54386,7520
10051,3611
4804,5595
1080,488
3480,5296
472,7158
3029,7001
3320,6794
1387,5602
10987,4087
5581,6774
5052,5052
10856,1499
387893,387893
2033,8850
142,142
2,7001
25,3055
6924,7428
5111,7316
55120,6118
2321,5335
5300,875
6188,7185
142,8850
3717,4792
1147,208
208,2309
2247,2247
367,5883
4193,4691
2071,6597
10987,9097
7486,7486
10001,2100
598,665
10253,7376
4609,5894
3313,7132
5747,7157
1017,5111
4174,6194
1017,5982
4294,7750
578,598
2175,545
5465,6300
699,983
5428,5428
4088,6500
2099,4331
5581,7082
3725,604
10110,673
1017,5595
324,9126
324,9868
2959,672
5869,983
5684,5709
4869,5588
1213,4791
2322,2322
1263,995
817,817
6303,7088
2355,672
1020,1499
5170,5979
1981,308
23047,9126
2768,5580
1147,1499
2067,2072
5925,6908
6117,7157
2956,8243
7187,8737
3364,3978
1827,5598
5747,7525
2064,5295
1613,26574
1080,1211
6188,7132
1974,3320
5292,6774
4780,5588
6196,7249
2073,5111
4801,6721
2308,4089
151636,7321
5699,5715
4691,7150
7132,7132
2033,672
5684,5688
2033,8202
5970,9641
3559,5970
1616,7157
817,8850
10921,25888
1605,6714
207,8915
10285,57819
4801,6908
392,6714
3014,4804
581,6622
3576,3576
142,811
3329,5894
10933,5925
329,7132
4719,836
3586,3586
5594,5609
3665,3665
3551,3551
3065,5981
7185,839
2175,506
328,3364
2768,999
1147,23291
1892,9474
4804,7248
2932,993
2033,2237
3476,5516
3297,5594
3559,6775
355,7132
4176,4609
3265,3265
5430,5437
2099,5728
3608,6208
4792,8841
7132,8915
4088,8945
3055,5296
10933,816
9429,9429
1459,3297
3383,7316
238,6421
1027,208
1017,4331
7311,841
330,836
3065,367
1827,5532
3066,4869
10001,142
5335,5578
10482,10921
2072,6208
25,842
5170,5604
1026,1613
5682,9474
1080,999
4791,5437
328,5423
10048,4087
3065,4193
672,675
207,6788
1633,978
2956,4683
57144,6119
10482,23636
142,6118
4801,9759
6513,7132
207,3170
4088,9978
388,4835
6595,7421
3148,7157
218,218
3065,4609
6595,9412
6648,6648
1613,7316
6714,966
2175,6714
4683,5981
1027,6446
1432,3297
4175,6117
2071,5437
11284,8604
330,8717
2099,6300
4869,6464
238,5335
1080,5567
5347,9700
329,8517
5594,695
6119,672
2965,4171
2810,369
5693,5696
1453,6622
324,6721
5291,5296
1387,4088
1387,3551
10915,3726
3717,672
5291,5720
2355,3726
1111,2956
330,8772
5045,5045
3717,3717
5925,5981
29978,5682
10664,3146
1147,5588
10533,23411
10783,9126
5590,5595
1956,818
6188,6194
2099,5925
10253,6714
2099,6714
25,3980
3320,7132
1499,25
64750,64750
1454,5562
1499,7088
1642,3735
891,9133
1956,7168
1020,5058
25898,7311
3065,3308
7083,7298
2189,2553
5567,6790
5170,5590
3611,842
1020,4609
4170,572
4835,4835
1616,8841
1499,4303
10397,6188
5580,5595
4089,4149
4087,55914
22938,7185
2810,902
5567,5894
8737,8797
2806,3939
4869,9533
6500,8517
7157,83737
271,271
1827,5894
2175,6597
5682,9641
6188,6223
7124,8737
1445,1605
578,599
3300,7311
3320,5894
3481,3486
1854,983
1017,7319
10694,4214
10327,54512
5887,7508
4830,51727
5058,6790
1019,6241
367,4088
1499,5770
10856,6502
207,472
10921,8396
4485,4485
5906,5906
2064,6714
6119,6119
2064,5747
6194,8883
207,5335
1457,1457
2309,5595
3065,604
4893,5290
3320,5594
8517,8767
10421,1659
4790,5452
8797,8797
5590,8878
1642,8517
3717,5335
1453,1454
5058,673
2965,367
5599,7132
25,27
2033,5970
4176,4331
1540,8737
5465,5598
10524,5371
1020,5747
5688,7494
4792,7988
8202,8517
6421,7150
3725,672
3551,4791
1956,5777
29110,4790
5058,9641
6714,8148
5563,5564
7316,8841
4914,5295
10856,6203
3551,801
1936,5295
329,329
673,7316
4791,8239
2099,2274
6908,8554
3329,8517
208,5879
324,5063
3480,4217
1432,2353
1029,51053
4609,5347
1432,4088
1457,4255
2058,3376
4791,801
1495,5663
672,6908
573,5914
356,8772
4804,7185
3716,6775
4221,6117
5682,875
2100,8554
5335,8525
4149,57634
10482,9939
355,8772
1676,836
3146,5970
1017,4088
4087,7157
6223,9641
1974,4087
5111,5985
2071,2961
3162,644
2961,5437
8743,8743
1017,6118
5290,7168
1025,367
3320,3320
5578,5914
2099,9734
3091,9759
207,4088
6194,8554
10783,4089
5588,836
5709,9097
10477,151636
5518,7001
10093,10097
5422,5516
5930,975
1029,9641
11200,11200
2099,4616
9641,9748
1025,5604
3726,7311
4091,9252
4089,6597
1869,6908
3690,5159
3320,5610
6015,6015
5610,6774
2247,5567
5530,5590
2071,2959
1978,6198
3716,5295
5111,5970
3320,4313
3480,7316
4691,7416
5036,9474
3320,7416
207,5058
4292,5887
1459,3065
1612,8517
6241,999
5111,7520
324,9184
7168,7168
1080,966
7150,81620
10933,80314
207,5577
317,355
5590,839
5371,5371
4436,672
6208,7150
1459,2247
23236,253430
3611,6464
2068,672
1022,25
3329,3329
51053,81620
369,54472
5921,7525
3690,8650
1453,8202
2241,2241
1643,7508
1956,7345
3065,672
1495,999
3480,5170
1022,672
3716,5777
2064,2099
5335,5894
1026,7316
1457,207
